CHROM	GeneStart	GeneEnd	TargetID	GeneName	Pvalue
1	155719507	155829191	ENSG00000116580	GON4L	0.955086231926156
1	155829299	155854990	ENSG00000132718	SYT11	0.5766143671751
1	155867598	155881195	ENSG00000143622	RIT1	0.924741387492088
1	155882833	155904191	ENSG00000132680	KIAA0907	0.598766314030825
1	155916644	155966129	ENSG00000116584	ARHGEF2	0.512622960595401
1	155978838	155990750	ENSG00000163479	SSR2	0.820998332227298
1	156005091	156023585	ENSG00000160803	UBQLN4	0.54749060690153
1	156024542	156028301	ENSG00000116586	LAMTOR2	0.799757326975852
1	156046279	156051789	ENSG00000254726	MEX3A	0.417818584815796
1	156052363	156109880	ENSG00000160789	LMNA	0.450990750827205
1	156117156	156147543	ENSG00000196189	SEMA4A	0.208282986563316
1	156163879	156182587	ENSG00000160785	SLC25A44	0.3083977486577
1	156182783	156212874	ENSG00000160783	PMF1	0.938773643314621
1	156213205	156217881	ENSG00000160781	PAQR6	0.331990123962108
1	156219014	156252616	ENSG00000198952	SMG5	0.717035305711814
1	156252725	156262976	ENSG00000163472	TMEM79	0.32635940353287
1	156259879	156265463	ENSG00000198715	C1orf85	0.459131397782681
1	156278758	156337664	ENSG00000163468	CCT3	0.885470047617346
1	156374043	156400493	ENSG00000125462	C1orf61	0.917772755358725
1	156433518	156470620	ENSG00000116604	MEF2D	0.79770888141681
1	156495196	156542396	ENSG00000183856	IQGAP3	0.989291936023469
1	156561541	156564091	ENSG00000163382	APOA1BP	0.353815494620081
1	156564278	156571288	ENSG00000160818	GPATCH4	0.704733372378025
1	156589085	156595517	ENSG00000132702	HAPLN2	0.812038119247212
1	156611181	156629324	ENSG00000132692	BCAN	0.894383387068691
1	156638554	156647189	ENSG00000132688	NES	0.842737738620419
1	156669397	156675608	ENSG00000143320	CRABP2	0.402837604763948
1	156682003	156682966	ENSG00000223356	RP11-66D17.5	0.37015108976467
1	156691682	156698591	ENSG00000143319	ISG20L2	0.26290289636548
1	156698233	156706752	ENSG00000143303	RRNAD1	0.690269807171109
1	156707094	156711382	ENSG00000143314	MRPL24	0.319040745097775
1	156711898	156736717	ENSG00000143321	HDGF	0.737852866496905
1	156720401	156770607	ENSG00000143294	PRCC	0.214066625991435
1	156863489	156886226	ENSG00000187800	PEAR1	0.270884635200918
1	156904631	157015162	ENSG00000132694	ARHGEF11	0.975309375512626
1	157090982	157108266	ENSG00000117036	ETV3	0.572017733683393
1	157963062	158070052	ENSG00000183853	KIRREL	0.998286895908122
1	158969757	159024945	ENSG00000163565	IFI16	0.997607937585622
1	159141398	159173103	ENSG00000162706	CADM3	0.990626419043924
1	159165774	159172177	ENSG00000225670	CTA-134P22.2	0.99987413302069
1	159173096	159176290	ENSG00000213088	DARC	0.999547222285036
1	159750721	159752333	ENSG00000158716	DUSP23	0.986497499930613
1	159804263	159825137	ENSG00000188004	C1orf204	0.99880651077022
1	159887896	159895522	ENSG00000158710	TAGLN2	0.999603377685834
1	159994742	159996584	ENSG00000260766	RP11-226L15.5	0.998304006901408
1	159997461	160001783	ENSG00000143315	PIGM	0.971346548843233
1	160007256	160040038	ENSG00000177807	KCNJ10	0.980059233317998
1	160051359	160060353	ENSG00000162728	KCNJ9	0.991352606359504
1	160061129	160068733	ENSG00000162729	IGSF8	0.905939012192201
1	160085548	160113381	ENSG00000018625	ATP1A2	0.996337962048755
1	160160284	160171676	ENSG00000143318	CASQ1	0.451592644005241
1	160175126	160185166	ENSG00000162734	PEA15	0.791058914618332
1	160185504	160254920	ENSG00000132716	DCAF8	0.981869703958743
1	160246601	160256138	ENSG00000162735	PEX19	0.973444308471587
1	160259062	160313190	ENSG00000122218	COPA	0.386696598872519
1	160313061	160328742	ENSG00000162736	NCSTN	0.785735564783613
1	160370375	160398468	ENSG00000162738	VANGL2	0.79649700834681
1	160510884	160549306	ENSG00000066294	CD84	0.994525599697026
1	160965000	161008784	ENSG00000158769	F11R	0.96439362069744
1	161007420	161008780	ENSG00000215845	TSTD1	0.774963150498829
1	161009040	161015767	ENSG00000158773	USF1	0.917866378360901
1	161016735	161039760	ENSG00000186517	ARHGAP30	0.941251927310169
1	161068150	161070136	ENSG00000162755	KLHDC9	0.904451338296241
1	161070345	161087901	ENSG00000143256	PFDN2	0.866423079005378
1	161087875	161095235	ENSG00000158793	NIT1	0.960380672702294
1	161090763	161102478	ENSG00000158796	DEDD	0.967148284635021
1	161122565	161128646	ENSG00000143222	UFC1	0.662097005353849
1	161129239	161135513	ENSG00000143258	USP21	0.992822889250421
1	161136199	161147803	ENSG00000143224	PPOX	0.720050579394256
1	161141099	161147309	ENSG00000158850	B4GALT3	0.83813929372674
1	161159537	161168846	ENSG00000158859	ADAMTS4	0.991946945037299
1	161166893	161184185	ENSG00000158864	NDUFS2	0.836367042475826
1	161185023	161190489	ENSG00000158869	FCER1G	0.859665471711054
1	161195792	161200408	ENSG00000158882	TOMM40L	0.69743791713367
1	161199455	161208092	ENSG00000143257	NR1I3	0.865334630457276
1	161228516	161255240	ENSG00000248485	PCP4L1	0.986021456989859
1	161274524	161279762	ENSG00000158887	MPZ	0.831580782165632
1	161284046	161332984	ENSG00000143252	SDHC	0.908257466570513
1	161475219	161493803	ENSG00000143226	FCGR2A	0.889630405474183
1	161511548	161600917	ENSG00000203747	FCGR3A	0.933109636114732
1	161691352	161697933	ENSG00000162746	FCRLB	0.998599847637207
1	161719547	161727028	ENSG00000081721	DUSP12	0.562492593288869
1	161736083	161933860	ENSG00000118217	ATF6	0.836497510438971
1	161952981	161993644	ENSG00000162745	OLFML2B	0.878019078633978
1	162039563	162353321	ENSG00000198929	NOS1AP	0.695555883914202
1	162336697	162356600	ENSG00000239887	C1orf226	0.817428620739749
1	162467040	162499419	ENSG00000152332	UHMK1	0.891303783646707
1	162531320	162569627	ENSG00000117143	UAP1	0.898020774303446
1	162601162	162750237	ENSG00000162733	DDR2	0.826346801845905
1	162760491	162782607	ENSG00000132196	HSD17B7	0.703111206462775
1	163038564	163046592	ENSG00000117152	RGS4	0.953195698456678
1	163080910	163187426	ENSG00000143248	RGS5	0.904298159422181
1	164524820	164868533	ENSG00000185630	PBX1	0.759205649813901
1	165370158	165414433	ENSG00000143171	RXRG	0.88353642271366
1	165600097	165631033	ENSG00000143198	MGST3	0.374813224511559
1	165631452	165668100	ENSG00000143149	ALDH9A1	0.754903762478886
1	165696031	165738417	ENSG00000143183	TMCO1	0.913103021994679
1	165796767	165880855	ENSG00000143179	UCK2	0.867871824593795
1	166026673	166136206	ENSG00000188859	FAM78B	0.983083865032958
1	166808680	166825581	ENSG00000143157	POGK	0.949938680794737
1	166825746	166845564	ENSG00000152382	TADA1	0.853976359583493
1	166887995	166944719	ENSG00000143195	ILDR2	0.937544113101325
1	166958345	166991451	ENSG00000143194	MAEL	0.910481595516531
1	167190065	167396582	ENSG00000143190	POU2F1	0.588260356645744
1	167399876	167487847	ENSG00000198821	CD247	0.919155490460553
1	167498913	167523004	ENSG00000143162	CREG1	0.479192990949941
1	167599329	167675486	ENSG00000198771	RCSD1	0.906762575546927
1	167690428	167761156	ENSG00000197965	MPZL1	0.877872292292521
1	167885966	167906278	ENSG00000143158	BRP44	0.690549271966139
1	167905020	168045081	ENSG00000143164	DCAF6	0.955846838063993
1	168053996	168106821	ENSG00000143147	GPR161	0.220393661275765
1	168148170	168169950	ENSG00000143155	TIPRL	0.949648516795603
1	168195175	168212378	ENSG00000213064	SFT2D2	0.903290681302231
1	169074934	169101960	ENSG00000143153	ATP1B1	0.966738395309139
1	169101768	169337205	ENSG00000143156	NME7	0.853571529279023
1	169337207	169365778	ENSG00000117475	BLZF1	0.873441003400949
1	169364107	169429907	ENSG00000117477	C1orf114	0.994474780707924
1	169433146	169455241	ENSG00000117479	SLC19A2	0.9569016162254
1	169483403	169555826	ENSG00000198734	F5	0.974079154898953
1	169761669	169764107	ENSG00000171806	METTL18	0.630612298771629
1	169821803	169863408	ENSG00000000457	SCYL3	0.408876896674404
1	169890466	170054349	ENSG00000075945	KIFAP3	0.985514161354927
1	169927082	169927386	ENSG00000243051	AL121714.1	0.9277702548996
1	170501269	170522974	ENSG00000120370	GORAB	0.98613731232563
1	170631868	170708560	ENSG00000116132	PRRX1	0.977968962056972
1	171454650	171562650	ENSG00000117523	PRRC2C	0.995594358982344
1	171669299	171711387	ENSG00000117533	VAMP4	0.976336964499263
1	171750787	171783163	ENSG00000010165	METTL13	0.982459262321547
1	171810620	172387606	ENSG00000197959	DNM3	0.932314890081539
1	172109460	172113934	ENSG00000230630	DNM3OS	0.99455545293058
1	172339328	172413230	ENSG00000135845	PIGC	0.955561993853985
1	172501488	172580971	ENSG00000094975	C1orf9	0.967697620464851
1	173386931	173430501	ENSG00000203739	RP11-296O14.3	0.996502118320854
1	173446404	173457946	ENSG00000117592	PRDX6	0.972996822605154
1	173578699	173639001	ENSG00000183831	ANKRD45	0.964404360088207
1	173684079	173755840	ENSG00000076321	KLHL20	0.828342906031831
1	173768687	173793858	ENSG00000120334	CENPL	0.869379160129915
1	173793640	173827684	ENSG00000117593	DARS2	0.983998219302804
1	173833037	173838020	ENSG00000234741	GAS5	0.988730386242456
1	173837219	173866494	ENSG00000185278	ZBTB37	0.945287928395315
1	173900351	173991435	ENSG00000135870	RC3H1	0.580042862484605
1	174128547	174964445	ENSG00000152061	RABGAP1L	0.766905380498497
1	174968299	174980851	ENSG00000116161	CACYBP	0.995653406927591
1	174979924	174992561	ENSG00000120333	MRPS14	0.886818293277844
1	175126122	175162224	ENSG00000235750	KIAA0040	0.823099009957562
1	175291934	175712906	ENSG00000116147	TNR	0.923663325804577
1	175911247	176176629	ENSG00000143207	RFWD2	0.910175206143184
1	176432306	176814735	ENSG00000116183	PAPPA2	0.401453351608127
1	176826437	177134109	ENSG00000152092	ASTN1	0.797036573980423
1	177140062	177251558	ENSG00000198797	FAM5B	0.415325193915272
1	177975270	178007085	ENSG00000242193	RP11-568K15.1	0.674591732458834
1	178062863	178448644	ENSG00000075391	RASAL2	0.961614685772328
1	178694299	179065553	ENSG00000116191	RALGPS2	0.970762621641792
1	178994938	179045697	ENSG00000116199	FAM20B	0.347391268610843
1	179050511	179067158	ENSG00000186283	TOR3A	0.925436611008757
1	179068461	179198819	ENSG00000143322	ABL2	0.370293067438686
1	179262924	179327815	ENSG00000057252	SOAT1	0.680550332058371
1	179809101	179846934	ENSG00000169905	TOR1AIP2	0.681512928655227
1	179851176	179888412	ENSG00000143337	TOR1AIP1	0.650322935514172
1	179923872	180084015	ENSG00000135837	CEP350	0.808059955183041
1	180123968	180173165	ENSG00000116260	QSOX1	0.995110038568954
1	180238787	180245359	ENSG00000230124	RP5-1180C10.2	0.945856401107593
1	180601139	180859387	ENSG00000143324	XPR1	0.652089815741934
1	180882289	180920750	ENSG00000135835	KIAA1614	0.361482232888147
1	180941860	180992047	ENSG00000135823	STX6	0.0909051989745485
1	181003066	181031074	ENSG00000153029	MR1	0.604070980674799
1	181057637	181059977	ENSG00000162783	IER5	0.671828011557718
1	181382237	181777219	ENSG00000198216	CACNA1E	0.630495095487249
1	182350838	182361341	ENSG00000135821	GLUL	0.72184599859523
1	182542768	182558391	ENSG00000135828	RNASEL	0.790395734343688
1	182567757	182573543	ENSG00000143333	RGS16	0.937783805229278
1	182615238	182653711	ENSG00000135824	RGS8	0.955628501912889
1	182758427	182799519	ENSG00000135838	NPL	0.922544953429017
1	182808438	182856886	ENSG00000135829	DHX9	0.651353209082278
1	182992596	183114727	ENSG00000135862	LAMC1	0.929793282902161
1	183217371	183387737	ENSG00000157064	NMNAT2	0.944004544840094
1	183441350	183567381	ENSG00000116698	SMG7	0.955981119431969
1	183592400	183604892	ENSG00000162704	ARPC5	0.444062333584257
1	183605207	183897666	ENSG00000143344	RGL1	0.966279607717811
1	183898795	184006863	ENSG00000198756	GLT25D2	0.989783114863369
1	184020810	184043346	ENSG00000198860	TSEN15	0.793677732023373
1	184356191	184598154	ENSG00000116667	C1orf21	0.994947155916095
1	184659636	184724047	ENSG00000116406	EDEM3	0.538641825720917
1	184759857	184943682	ENSG00000135842	FAM129A	0.984161446636935
1	185014495	185071740	ENSG00000121481	RNF2	0.964194682030285
1	185087219	185126204	ENSG00000121486	TRMT1L	0.906722438483923
1	185126211	185260897	ENSG00000116668	SWT1	0.99463280185092
1	185265519	185286461	ENSG00000116679	IVNS1ABP	0.886686873302275
1	186282953	186344825	ENSG00000047410	TPR	0.598835184842089
1	186344889	186390510	ENSG00000157181	C1orf27	0.967462572447091
1	186640922	186649559	ENSG00000073756	PTGS2	0.798412496249028
1	186798084	186958113	ENSG00000116711	PLA2G4A	0.887554924310533
1	190066791	190446759	ENSG00000162670	FAM5C	0.683267796094296
1	192544856	192549161	ENSG00000090104	RGS1	0.99368241924021
1	192778168	192781403	ENSG00000116741	RGS2	0.944262324226488
1	192984888	193029237	ENSG00000116750	UCHL5	0.92550371642998
1	193028551	193060907	ENSG00000116747	TROVE2	0.790492728756011
1	193065597	193075244	ENSG00000023572	GLRX2	0.882066629119989
1	193091146	193223031	ENSG00000134371	CDC73	0.84167913730278
1	193148174	193155784	ENSG00000162630	B3GALT2	0.760108009386712
1	197127571	197169672	ENSG00000177888	ZBTB41	0.182589208416048
1	197473877	197744826	ENSG00000213047	DENND1B	0.268382491056899
1	198126092	198291550	ENSG00000151414	NEK7	0.808822081305805
1	198607800	198726545	ENSG00000081237	PTPRC	0.774225934599405
1	200375826	200379184	ENSG00000162702	ZNF281	0.939296894035635
1	200593023	200639126	ENSG00000118197	DDX59	0.716164930549754
1	200708685	200829832	ENSG00000118200	CAMSAP2	0.995345003075921
1	200938519	200992828	ENSG00000116852	KIF21B	0.639274181208982
1	201103899	201140702	ENSG00000116857	TMEM9	0.862340877637132
1	201159952	201198080	ENSG00000163395	IGFN1	0.98925242929054
1	201252579	201302121	ENSG00000081277	PKP1	0.864171802245226
1	201328135	201346890	ENSG00000118194	TNNT2	0.883179622682237
1	201434619	201438365	ENSG00000174307	PHLDA3	0.27175045343448
1	201452657	201478584	ENSG00000159176	CSRP1	0.825805697976448
1	201476368	201502736	ENSG00000224536	RP11-134G8.7	0.582726766843582
1	201487830	201499602	ENSG00000223396	RPS10P7	0.556401307309348
1	201592410	201796102	ENSG00000134369	NAV1	0.620669137536643
1	201798268	201853422	ENSG00000198700	IPO9	0.756782960882999
1	201857807	201861434	ENSG00000198892	SHISA4	0.918702244006529
1	201865579	201915716	ENSG00000163431	LMOD1	0.934690674943399
1	201924618	201939789	ENSG00000134375	TIMM17A	0.910803193795966
1	201951499	201975275	ENSG00000176393	RNPEP	0.970657258887033
1	202091971	202098640	ENSG00000170075	GPR37L1	0.998254685659674
1	202102531	202113869	ENSG00000143862	ARL8A	0.906069497744231
1	202300784	202311108	ENSG00000077152	UBE2T	0.859360733365439
1	202317826	202557697	ENSG00000077157	PPP1R12B	0.92185998963987
1	202559723	202679545	ENSG00000143858	SYT2	0.981657982145325
1	202696525	202778598	ENSG00000117139	KDM5B	0.957612813808589
1	202780081	202781284	ENSG00000228288	KDM5B-AS1	0.999055607473798
1	202820955	202830748	ENSG00000214796	RP11-480I12.5	0.982390154747015
1	202848084	202858263	ENSG00000183155	RABIF	0.999941523665081
1	202860227	202897764	ENSG00000117153	KLHL12	0.972593847093318
1	202909950	202927700	ENSG00000159346	ADIPOR1	0.997173672111553
1	202930996	202936408	ENSG00000159348	CYB5R1	0.998120197149174
1	202976513	202993976	ENSG00000163444	TMEM183A	0.831534546843343
1	202995625	203047864	ENSG00000143847	PPFIA4	0.999665429549852
1	203059781	203136533	ENSG00000163485	ADORA1	0.999997178417438
1	203148058	203155877	ENSG00000133048	CHI3L1	0.99994946091254
1	203274618	203278730	ENSG00000159388	BTG2	0.998962420995434
1	203444955	203460480	ENSG00000188783	PRELP	0.40217670747542
1	203595688	203713209	ENSG00000058668	ATP2B4	0.892004423145317
1	203698708	203698833	ENSG00000221643	SNORA77	0.990476625923995
1	203764781	203823252	ENSG00000058673	ZC3H11A	0.558211839526213
1	203765436	203769686	ENSG00000257315	ZBED6	0.736850831022643
1	203830730	203839678	ENSG00000182004	SNRPE	0.894587411020334
1	204042242	204096863	ENSG00000143842	SOX13	0.845770670696611
1	204100189	204121307	ENSG00000143845	ETNK2	0.865052404002085
1	204190348	204346793	ENSG00000143850	PLEKHA6	0.642306655073204
1	204372514	204380945	ENSG00000158615	PPP1R15B	0.973118398076552
1	204391755	204463852	ENSG00000133056	PIK3C2B	0.550057386900555
1	204485510	204542871	ENSG00000198625	MDM4	0.285954240823111
1	204586297	204654861	ENSG00000170382	LRRN2	0.210736586027816
1	204595902	204598840	ENSG00000240219	RP11-430C7.5	0.919304881952247
1	204797778	204991950	ENSG00000163531	NFASC	0.547679513268971
1	205012324	205047627	ENSG00000184144	CNTN2	0.257834742473812
1	205052257	205053645	ENSG00000174529	TMEM81	0.864158411485094
1	205055269	205091143	ENSG00000117222	RBBP5	0.914161181744555
1	205111631	205180727	ENSG00000133059	DSTYK	0.845062918921043
1	205197303	205242471	ENSG00000133069	TMCC2	0.779949752155416
1	205305219	205326166	ENSG00000162873	KLHDC8A	0.913438984751888
1	205473722	205501921	ENSG00000117266	CDK18	0.456690737094064
1	205538012	205572046	ENSG00000174514	MFSD4	0.902083280447214
1	205566706	205601090	ENSG00000158711	ELK4	0.980318164255833
1	205626978	205649587	ENSG00000158715	SLC45A3	0.999651552184705
1	205681946	205719404	ENSG00000069275	NUCKS1	0.990339569001934
1	205737113	205744588	ENSG00000117280	RAB7L1	0.994648958906376
1	205758220	205782876	ENSG00000133065	SLC41A1	0.988303523952513
1	205797149	205819260	ENSG00000162877	PM20D1	0.871571944760194
1	206744619	206785904	ENSG00000143486	EIF2D	0.731338072946421
1	206808880	206857764	ENSG00000143479	DYRK3	0.320503823212514
1	206858288	206907628	ENSG00000162889	MAPKAPK2	0.0148660802314474
1	207217193	207226325	ENSG00000180667	YOD1	0.22590575462321
1	207222800	207254369	ENSG00000123836	PFKFB2	0.0134465252640935
1	207494852	207534311	ENSG00000196352	CD55	0.410665283753118
1	207925401	207968858	ENSG00000117335	CD46	0.034023998910482
1	207986904	208042495	ENSG00000203709	C1orf132	0.029729909217124
1	208057593	208084747	ENSG00000174059	CD34	0.025136332750289
1	208195586	208417665	ENSG00000076356	PLXNA2	0.0227985363149024
1	209757061	209787283	ENSG00000008118	CAMK1G	0.885867668217204
1	209788219	209825811	ENSG00000196878	LAMB3	0.913177106267895
1	209848764	209849733	ENSG00000123689	G0S2	0.908946397462258
1	209859509	209908295	ENSG00000117594	HSD11B1	0.900865108601545
1	210001351	210025558	ENSG00000117597	DIEXF	0.941260260180155
1	210111537	210337636	ENSG00000143469	SYT14	0.934404114255256
1	210404800	210407392	ENSG00000203706	C1orf133	0.754745610626769
1	210406143	210419976	ENSG00000082497	SERTAD4	0.946663406691044
1	210501595	210849638	ENSG00000054392	HHAT	0.997944733979359
1	210856554	211307457	ENSG00000143473	KCNH1	0.995742688850258
1	211431718	211489727	ENSG00000117625	RCOR3	0.966485046770443
1	211499956	211548288	ENSG00000082512	TRAF5	0.976229281256386
1	211556144	211605878	ENSG00000153363	LINC00467	0.990336121810968
1	211744909	211752084	ENSG00000170385	SLC30A1	0.995522133331907
1	211916798	212004114	ENSG00000123684	LPGAT1	0.389142071995956
1	212113740	212208884	ENSG00000143493	INTS7	0.0974142524328385
1	212224828	212225371	ENSG00000220749	RP11-565J7.3	0.17930236370029
1	212458781	212535200	ENSG00000066027	PPP2R5A	0.0438087514666554
1	212537272	212588243	ENSG00000065600	TMEM206	0.817262866472542
1	212606228	212619714	ENSG00000117691	NENF	0.0596619939219414
1	212731174	212733073	ENSG00000260805	RP11-61J19.4	0.395465232620493
1	212738675	212794119	ENSG00000162772	ATF3	0.375651303151692
1	212859759	212873327	ENSG00000123685	BATF3	0.0695341716971765
1	212899494	212965124	ENSG00000117697	NSL1	0.100614069785054
1	212965169	212989968	ENSG00000203705	TATDN3	0.263536555205611
1	213025449	213031430	ENSG00000198468	FLVCR1-AS1	0.0456017838085863
1	213031596	213072705	ENSG00000162769	FLVCR1	0.0551746968857264
1	213123861	213165379	ENSG00000143494	VASH2	0.747950713903697
1	213165523	213189168	ENSG00000174606	ANGEL2	0.910951777134792
1	213224588	213448116	ENSG00000136643	RPS6KC1	0.703801759727965
1	213992977	214159496	ENSG00000230461	PROX1-AS1	0.120164969849218
1	214156523	214214853	ENSG00000117707	PROX1	0.980910012742035
1	214454444	214510474	ENSG00000143499	SMYD2	0.991800099499944
1	214530850	214725792	ENSG00000152104	PTPN14	0.868670377340014
1	214776537	214837931	ENSG00000117724	CENPF	0.916911463552478
1	215179117	215410436	ENSG00000082482	KCNK2	0.95316076917851
1	215740734	215795073	ENSG00000136636	KCTD3	0.975926193726176
1	216676587	217311097	ENSG00000196482	ESRRG	0.673613797888301
1	217600333	217804424	ENSG00000092978	GPATCH2	0.84302591150319
1	218458628	218511325	ENSG00000067533	RRP15	0.740795855805045
1	218519576	218617961	ENSG00000092969	TGFB2	0.990968620044619
1	219347185	219386207	ENSG00000143353	LYPLAL1	0.994995088373308
1	219858768	220131989	ENSG00000196660	SLC30A10	0.9672702807234
1	220141942	220220000	ENSG00000136628	EPRS	0.739063192120877
1	220230823	220263804	ENSG00000162813	BPNT1	0.940569267198155
1	220267443	220321380	ENSG00000067704	IARS2	0.866374263420656
1	220321634	220445796	ENSG00000118873	RAB3GAP2	0.94651376861288
1	220426911	220427878	ENSG00000218283	MORF4L1P1	0.936728449963325
1	220701567	220837803	ENSG00000116141	MARK1	0.890164916503438
1	220863186	220872499	ENSG00000162817	C1orf115	0.984782914478125
1	220921566	220958150	ENSG00000117791	MARC2	0.999363000128019
1	220960100	220987735	ENSG00000186205	MARC1	0.825009410448291
1	221051698	221059124	ENSG00000136630	HLX	0.836697425862417
1	221874765	221915518	ENSG00000143507	DUSP10	0.966766590739649
1	222731243	222763275	ENSG00000143498	TAF1A	0.267121531545021
1	222791427	222841354	ENSG00000154305	MIA3	0.929145618142498
1	222841354	222886552	ENSG00000186063	AIDA	0.0807481289585172
1	222885894	222908538	ENSG00000162819	BROX	0.775595018214268
1	222988405	223179337	ENSG00000154309	DISP1	0.57569622031548
1	223282747	223316624	ENSG00000187554	TLR5	0.77108456366185
1	223394160	223537544	ENSG00000143502	SUSD4	0.958095972618944
1	223889294	223963720	ENSG00000162909	CAPN2	0.0787621993791481
1	223967600	224033674	ENSG00000143514	TP53BP2	0.225662605293449
1	224102740	226595780	ENSG00000143799	PARP1	0.535757034370952
1	224183658	224198309	ENSG00000185495	RP11-504P24.4	0.970867770465714
1	224301788	224349749	ENSG00000143756	FBXO28	0.295793748586875
1	224363457	224381143	ENSG00000143753	DEGS1	0.575369646140529
1	224415035	224518089	ENSG00000143748	NVL	0.665171585057698
1	224544551	224567161	ENSG00000143771	CNIH4	0.622876933091854
1	224572844	224624735	ENSG00000162923	WDR26	0.190460716680765
1	224622361	224928251	ENSG00000143786	CNIH3	0.74443999625938
1	225083963	225586996	ENSG00000185842	DNAH14	0.441887784171401
1	225589203	225616627	ENSG00000143815	LBR	0.413070013926357
1	225677501	225840844	ENSG00000154380	ENAH	0.922153108235261
1	225965530	225978168	ENSG00000143742	SRP9	0.757445140263947
1	225997793	226033260	ENSG00000143819	EPHX1	0.83691049118535
1	226028583	226034223	ENSG00000242861	RP11-285F7.2	0.979227364407978
1	226033236	226070069	ENSG00000196187	TMEM63A	0.986015627191717
1	226107577	226111978	ENSG00000143811	PYCR2	0.997891461514925
1	226170402	226187066	ENSG00000143751	C1orf55	0.992513813345009
1	226249551	226259702	ENSG00000163041	H3F3A	0.921914122468377
1	226332379	226374431	ENSG00000182827	ACBD3	0.565400356623198
1	226418849	226497570	ENSG00000183814	LIN9	0.821003319240611
1	226736500	226796915	ENSG00000203685	C1orf95	0.92849431746863
1	226819390	226927024	ENSG00000143772	ITPKB	0.748446275209231
1	227057884	227083806	ENSG00000143801	PSEN2	0.795332417971237
1	227085236	227175246	ENSG00000163050	ADCK3	0.877330154450851
1	227177565	227506175	ENSG00000143776	CDC42BPA	0.962767909788346
1	227421969	227423056	ENSG00000228729	RP11-211A18.2	0.500001937338181
1	227751235	227847594	ENSG00000181450	ZNF678	0.853087809776555
1	227916239	227968927	ENSG00000143740	SNAP47	0.70268134026255
1	227918125	227923112	ENSG00000081692	JMJD4	0.571238327444635
1	228270360	228286912	ENSG00000143761	ARF1	0.543078308678628
1	228288426	228293112	ENSG00000143793	C1orf35	0.461938513078456
1	228294379	228297013	ENSG00000162910	MRPL55	0.704530856373148
1	228327662	228336685	ENSG00000143774	GUK1	0.822294886558424
1	228337552	228347527	ENSG00000198835	GJC2	0.576500170190615
1	228351786	228353213	ENSG00000203684	C1orf148	0.624257976018613
1	228353515	228369958	ENSG00000181873	IBA57	0.694580879041661
1	228391206	228401365	ENSG00000162913	C1orf145	0.649573328614861
1	228395830	228566575	ENSG00000154358	OBSCN	0.799480898143174
1	228581376	228594541	ENSG00000154370	TRIM11	0.783737158407659
1	228595081	228597395	ENSG00000231563	RP11-245P10.4	0.793874728989574
1	228595640	228604562	ENSG00000162931	TRIM17	0.711601380475081
1	228645064	228645560	ENSG00000181218	HIST3H2A	0.847911526394819
1	228674761	228683467	ENSG00000168159	RNF187	0.862458241772766
1	228870823	228882416	ENSG00000116574	RHOU	0.719165871625021
1	229406821	229441641	ENSG00000168118	RAB4A	0.814454445569831
1	229456757	229479041	ENSG00000154429	C1orf96	0.886533754843965
1	229577043	229644103	ENSG00000069248	NUP133	0.910243214773287
1	229652328	229694442	ENSG00000135776	ABCB10	0.990909991861595
1	229728857	229761794	ENSG00000135801	TAF5L	0.829581834082566
1	229761980	229795946	ENSG00000135763	URB2	0.970794963641039
1	230138476	230142909	ENSG00000228058	RP11-552D4.1	0.996209860367443
1	230193535	230417870	ENSG00000143641	GALNT2	0.993528111005539
1	230457391	230561475	ENSG00000177614	PGBD5	0.669406766678882
1	230778234	230829728	ENSG00000135775	COG2	0.731159308187293
1	230838268	230850043	ENSG00000135744	AGT	0.908712686093013
1	230883129	230937749	ENSG00000135773	CAPN9	0.999334818475404
1	230972864	231005335	ENSG00000119280	C1orf198	0.919141350901563
1	231041988	231114621	ENSG00000143643	TTC13	0.94174403183207
1	231114726	231136341	ENSG00000173409	ARV1	0.997206741956223
1	231154703	231175992	ENSG00000182118	FAM89A	0.229212259674176
1	231297857	231357302	ENSG00000119283	TRIM67	0.782021789010819
1	231359508	231376933	ENSG00000143633	C1orf131	0.857283172022965
1	231376952	231413719	ENSG00000116906	GNPAT	0.998027058043416
1	231468479	231473598	ENSG00000116903	EXOC8	0.950615051185529
1	231472849	231490769	ENSG00000010072	C1orf124	0.876370445817377
1	231499496	231560790	ENSG00000135766	EGLN1	0.962629155385675
1	231664286	231702270	ENSG00000116918	TSNAX	0.924335352306657
1	231762560	232177018	ENSG00000162946	DISC1	0.610493290414247
1	232533710	232697304	ENSG00000116991	SIPA1L2	0.990047034152139
1	232940642	232946092	ENSG00000212916	KIAA1383	0.615425179765103
1	233086350	233114548	ENSG00000135778	NTPCR	0.794122406794828
1	233119880	233431459	ENSG00000135749	PCNXL2	0.858928163235191
1	233463513	233520894	ENSG00000143674	RP5-862P8.2	0.918284519040189
1	233749749	233808258	ENSG00000135750	KCNK1	0.999937700866792
1	234040678	234460262	ENSG00000183780	SLC35F3	0.982180048004793
1	234508552	234509339	ENSG00000231663	RP5-827C21.4	0.999157807575436
1	234509201	234519795	ENSG00000168275	C1orf31	0.997497962849837
1	234527058	234614849	ENSG00000059588	TARBP1	0.999970350685218
1	234663636	234667525	ENSG00000231768	RP5-855F14.1	0.999064074627058
1	234740014	234745271	ENSG00000168264	IRF2BP2	0.999953006213245
